"Year","flannel","jean","moleskin","velour","twill","gingham","leather","rayon","satin"," cotton","eyelet"," cotton.1","jacquard","angora","flax","nylon","canvas"," lace","velvet","cotton ","chino","cotton","mesh","silk ","silk","taffeta","chiffon","damask","cotton .1","mohair","lace","tweed"
1924,"1.0346996619493679E-5","2.106418989800323E-5","7.681580674579386E-7","5.617734300565888E-6","6.080480124335731E-6","8.60707232211907E-7","5.0328235793208075E-5","4.905105731960331E-7","1.8019322377597668E-5","5.275302390976205E-7","2.3137291188492127E-7","1.85098329507937E-7","4.812556567206362E-7","1.9990619586857197E-6","6.02495062548335E-6","5.55294988523811E-8","5.55294988523811E-7","2.5913766131111183E-7","2.0110933501037357E-5","2.3137291188492127E-7","3.516868260650803E-7","1.3526060428792496E-4","2.0916111234396883E-6","1.6658849655714331E-7","6.485845465958112E-5","3.1096519357333415E-6","3.165181434585723E-6","2.036081624587307E-6","1.480786636063496E-7","6.663539862285733E-7","4.586736605206679E-5","1.8435793618990527E-5"
1925,"1.036632697704271E-5","1.9804059634005798E-5","1.392891480119434E-6","4.928692929653382E-6","6.3662283674689515E-6","9.55380694697304E-7","4.962622337502445E-5","2.5179192140620537E-6","1.6598623471423255E-5","4.0179561926522137E-7","3.660804531083128E-7","2.767925377160414E-7","1.2500308154917998E-7","2.5536343802189624E-6","5.15191271813406E-6","2.6786374617681422E-8","5.000123261967199E-7","1.1607429000995284E-7","1.9634412594760483E-5","6.250154077458999E-7","3.5715166156908563E-7","1.2906568169952833E-4","2.0714796371006967E-6","1.4286066462763426E-7","8.953792155536977E-5","2.392916132512874E-6","4.526897310388161E-6","2.1696963440321953E-6","1.696470392453157E-7","4.107244108044485E-7","4.962622337502445E-5","1.6821843259903935E-5"
1926,"1.127116497775753E-5","2.922056119526367E-5","1.1174379017761175E-6","4.997675025266415E-6","6.484659319755894E-6","1.1702302435923119E-6","5.1674903914418406E-5","2.5252336835413047E-6","1.3620424188578187E-5","4.1354001089352375E-7","3.6074766907732925E-7","1.67175749084616E-7","2.111693672647781E-7","4.575336290736859E-6","4.152997556207303E-6","2.639617090809726E-8","6.423068254303667E-7","2.1996809090081052E-7","1.828374771567537E-5","6.863004436105288E-7","3.695463927133617E-7","1.1559763113019394E-4","2.446045170817013E-6","1.4077957817651873E-7","7.952286422246101E-5","4.698518421641312E-6","5.455208654340101E-6","2.050102607195554E-6","1.2318213090445389E-7","3.431502218052644E-7","4.4292774783787206E-5","1.7694233232061197E-5"
1927,"1.2817001595898831E-5","2.838715951609847E-5","1.1690325315492654E-6","4.354222617509583E-6","5.3114738933434015E-6","1.1775037817778833E-6","5.8112776568318556E-5","2.6345588211001563E-6","1.7950579234441257E-5","6.692287680608114E-7","4.5744751234536475E-7","2.202525059440645E-7","2.0331000548682878E-7","5.150520138999662E-6","3.998430107907633E-6","8.471250228617866E-9","4.828612630312183E-7","2.710800073157717E-7","2.3677144388986933E-5","2.456662566299181E-7","5.929875160032506E-7","1.2974566850151124E-4","2.8971675781873102E-6","3.0496500823024315E-7","9.818179014968106E-5","6.463563924435431E-6","6.616046428550553E-6","2.643030071328774E-6","9.318375251479653E-8","3.473212593733325E-7","5.241162516445873E-5","2.1576274332289705E-5"
1928,"1.4267498455622197E-5","3.0590552559416845E-5","8.497375710949124E-7","4.062554863710915E-6","4.82327230831017E-6","9.54943175135235E-7","6.041229493546211E-5","2.8324585703163747E-6","2.3388015052040923E-5","1.78040252991315E-7","7.364392282822575E-7","4.04636938616625E-8","1.861329917636475E-7","6.5713038831339895E-6","3.9816274759875895E-6","8.092738772332499E-9","3.237095508933E-7","1.537620366743175E-7","2.5921042287780995E-5","8.335520935502474E-7","4.6128611002295247E-7","1.0399978596324494E-4","2.9052932192673672E-6","2.1850394685297748E-7","1.320734967644664E-4","6.7736223524423016E-6","7.671916356171209E-6","5.486876887641435E-6","1.0520560404032249E-7","4.0463693861662496E-7","5.226290699172328E-5","2.486898624737777E-5"
1929,"1.1073758769140467E-5","3.2786206466973334E-5","6.238737334727024E-7","5.598445871426092E-6","3.7678689955785576E-6","1.009690384436084E-6","5.811055472701658E-5","4.982781002867504E-6","2.9617584610125132E-5","3.447723263928092E-7","3.119368667363512E-7","1.1492410879760307E-7","9.029751405525955E-8","3.3902612095292903E-6","3.3574257498728322E-6","4.104432457057252E-8","4.350698404480687E-7","2.6268367725166415E-7","2.534897485478559E-5","1.2723740616877483E-6","3.611900562210382E-7","1.296590213184386E-4","2.3805708250932063E-6","7.79842166840878E-7","1.1672185021379414E-4","5.844711818849527E-6","1.0047650654876154E-5","2.9387736392529926E-6","1.4201336301418094E-6","2.9551913690812216E-7","5.792175083399194E-5","2.760641270616708E-5"
1930,"1.3029322364789182E-5","3.977420898404327E-5","8.160714363711373E-7","5.582670507902553E-6","3.876339322762902E-6","8.995332878181854E-7","6.380194866174346E-5","3.1900974330871733E-6","3.6352273074714297E-5","1.854707809934403E-7","3.709415619868806E-7","5.5641234298032086E-8","2.1329139814245635E-7","3.023173730193077E-6","2.559496777709476E-6","3.709415619868806E-8","4.6367695248360074E-7","1.0200892954639216E-7","2.646668044776393E-5","7.326095849240891E-7","3.3384740578819253E-7","1.2173374710504455E-4","2.1885552157225957E-6","1.24265423265605E-6","1.0230568279598166E-4","5.285917258313048E-6","9.551745221162175E-6","4.265827962849127E-6","2.0958198252258755E-6","6.862418896757291E-7","6.88282068266657E-5","3.4312094483786456E-5"
1931,"1.1304069315180822E-5","4.053901986088163E-5","4.769296454221369E-7","4.802765201268536E-6","4.37603867641715E-6","8.785546099881468E-7","4.434608983749693E-5","2.326077919778141E-6","4.459710544035069E-5","6.191718203725987E-7","5.020312057075125E-7","2.6774997637733996E-7","1.3387498818866998E-7","1.8826170214031718E-6","3.3552418914785415E-6","5.857030733254312E-8","2.3428122933017248E-7","2.1754685580658872E-7","2.8138849079906073E-5","1.924452955212131E-7","2.6774997637733996E-7","1.605244780249771E-4","2.3679138535871005E-6","2.2591404256838061E-7","8.717771887110954E-5","4.64378865279449E-6","9.672467896631406E-6","4.208694941181313E-6","4.434608983749693E-7","6.359061938961824E-7","6.102189305374814E-5","2.0943068464765062E-5"
1932,"1.4612372562907952E-5","4.601455846003984E-5","6.676473445150051E-7","1.4263375087366017E-5","7.860030101335742E-6","1.84361709905848E-6","5.268344500354767E-5","3.930015050667871E-6","4.747883047698752E-5","4.6280100017517395E-7","3.717581804685824E-7","2.503677541931269E-7","2.958891640464227E-7","1.8967254105539918E-6","2.78439290269326E-6","5.3108311495511764E-8","4.6280100017517395E-7","2.731284591197748E-7","3.7623445243748977E-5","1.7449873777096722E-7","2.958891640464227E-7","1.524739623036143E-4","3.1409772798774104E-6","2.579546558353429E-7","1.070587690733095E-4","4.150035198292134E-6","8.922196331245976E-6","6.744755559929994E-6","1.6691183612875128E-7","1.1683828529012589E-6","6.105179751491188E-5","3.7342729882986985E-5"
1933,"1.8148248300435127E-5","5.076655834647419E-5","7.583889803775649E-7","1.1034559664493568E-5","7.144024195156661E-6","1.81254966310238E-6","5.697018020596267E-5","6.984762509277373E-6","4.627689558263901E-5","5.081206168529684E-7","4.3228171881521197E-7","2.1234891450571816E-7","1.8959724509439122E-7","3.7312737834576193E-6","4.231810510506812E-6","2.2751669411326946E-8","5.460400658718467E-7","1.8201335529061557E-7","4.206783674154352E-5","1.7442946548683991E-7","2.957717023472503E-7","1.3682853983972026E-4","5.293555083035403E-6","1.8959724509439122E-7","9.794593681576251E-5","5.119125617548563E-6","7.5990575833832E-6","6.469058002620628E-6","1.6684557568306426E-7","6.597984129284814E-7","6.1012393471375095E-5","3.371039017778276E-5"
1934,"1.7388049768432024E-5","5.6210712068553216E-5","1.0268533327814188E-6","9.54593283437541E-6","6.541436045866815E-6","1.7798791101544591E-6","5.7351660216088126E-5","6.39691594717906E-6","4.791221587548264E-5","3.879223701618693E-7","5.400487898331906E-7","1.5973274065488736E-7","5.248361478660585E-7","3.0121031094921614E-6","3.7194909609638053E-6","6.085056786852851E-8","4.5637925901396384E-7","2.2058330852341587E-7","4.1811946446662656E-5","1.064884937699249E-7","1.3691377770418917E-7","1.3277593908912923E-4","5.332031009479811E-6","3.042528393426426E-7","9.316221940671716E-5","1.049672295732117E-5","8.222432983234915E-6","4.8300138245644506E-6","1.5973274065488736E-7","7.378131354059082E-7","5.757984984559511E-5","3.384812837686899E-5"
1935,"1.5588163378785E-5","6.079612618803665E-5","9.384944178123127E-7","8.316739149718868E-6","5.814087368886035E-6","1.113985243907298E-6","4.643639859191655E-5","5.455475680778891E-6","4.999199532931929E-5","3.2046150852127754E-7","5.341025142021292E-7","7.630035917173275E-8","1.9838093384650514E-7","2.617102319590433E-6","3.7844978149179443E-6","2.2890107751519824E-8","4.806922627819163E-7","2.2127104159802497E-7","3.892844324941804E-5","2.0601096976367842E-7","1.220805746747724E-7","1.1689978028701174E-4","3.6013769529057855E-6","2.0601096976367842E-7","8.784460351441591E-5","1.6190936216241687E-5","9.697775650727231E-6","3.113054654206696E-6","2.136410056808517E-7","8.240438790547137E-7","4.7313852722391476E-5","3.5204985721837485E-5"
1936,"1.4076624209982809E-5","7.234180671421593E-5","5.487368398044192E-7","7.758529207234704E-6","5.9065423728947904E-6","1.1736871295816743E-6","5.1451700076661585E-5","8.878866921835393E-6","6.135944857313027E-5","3.04853799891344E-7","5.792222197935536E-7","1.14320174959254E-7","3.505818698750456E-7","2.819897648994932E-6","3.9707207435847555E-6","4.5728069983701604E-8","4.4965935483973243E-7","2.515043849103588E-7","3.897555831610833E-5","1.52426899945672E-7","1.219415199565376E-7","1.152957071189063E-4","3.3000423838237987E-6","3.04853799891344E-7","8.163222626590465E-5","1.4640603739781796E-5","8.109111077109751E-6","3.856400568625502E-6","2.438830399130752E-7","6.173289447799716E-7","4.5286031973859154E-5","3.319857880816736E-5"
1937,"1.567511053060824E-5","7.784666139308425E-5","7.435138002293395E-7","5.028299514953059E-6","5.365563506809666E-6","9.428061590536986E-7","6.588911986362271E-5","8.97582123782017E-6","6.534489842221773E-5","2.299527217204143E-7","6.285374393691324E-7","1.3797163303224856E-7","2.452829031684419E-7","2.8667439307811646E-6","4.02417263010725E-6","2.2995272172041427E-8","4.675705341648424E-7","2.9127344751252476E-7","4.596754907191082E-5","1.12676833643003E-6","1.6096690520429E-7","1.2736314747021347E-4","3.188677741189745E-6","2.2228763099640048E-7","7.891210900372217E-5","1.7897986840572246E-5","8.85317978623595E-6","3.5029464608743107E-6","3.6025926402864904E-7","6.898581651612428E-7","5.032898569387467E-5","3.34734511917683E-5"
1938,"1.2498095052210275E-5","7.929890731168959E-5","1.0446449930687805E-6","2.52220592921111E-6","6.098468067644772E-6","6.681963469178686E-7","4.827953886885445E-5","1.036174898530385E-5","6.90877377848461E-5","3.388037815358207E-7","5.082056723037311E-7","7.528972923018237E-8","3.576262138433663E-7","3.2845144376667062E-6","3.670374299971391E-6","1.8822432307545593E-8","6.776075630716414E-7","1.8822432307545593E-7","4.0684687432759803E-5","6.211402661490046E-7","1.0352337769150077E-7","1.2041651068752294E-4","3.049234033822386E-6","1.5057945846036474E-7","6.510679335180021E-5","2.3208059035203716E-5","8.808898319931338E-6","3.915065919969483E-6","1.7881310692168314E-7","6.02317833841459E-7","4.529618334810847E-5","3.247810694666992E-5"
1939,"1.5288576121112703E-5","7.964822361508251E-5","4.6512863860528066E-7","2.0526329051493907E-6","4.974854134647784E-6","1.6785076958364475E-6","3.271067708452354E-5","1.0566509290054745E-5","5.8747769354275666E-5","3.8423670145653615E-7","7.07804450051514E-7","2.2245282715904727E-7","2.831217800206056E-7","4.004150888862851E-6","5.571432171119774E-6","2.5278730358982646E-7","7.280274343387002E-7","9.100342929233752E-8","3.867645744924344E-5","7.684734029130723E-7","8.089193714874446E-8","1.355849981534393E-4","3.033447643077917E-6","9.100342929233752E-8","7.147813796305932E-5","2.95660030278661E-5","6.329794081889254E-6","3.164897040944627E-6","1.1628215965132015E-6","6.370240050463626E-7","4.780713485490797E-5","3.0304141954348392E-5"
1940,"1.6267313787255384E-5","9.054925625037673E-5","8.781075145910959E-7","5.87885539429632E-6","4.837032919357731E-6","1.1906542570726723E-6","4.3399347670298904E-5","1.601429975762744E-5","6.297072702093095E-5","3.1254674248157647E-7","1.2501869699263059E-6","7.441589106704202E-8","6.548598413899698E-7","4.985864701491815E-6","5.983037641790178E-6","1.4883178213408404E-7","8.036916235240538E-7","1.0418224749385882E-7","3.4945702445082934E-5","1.1906542570726724E-7","2.2324767320112606E-7","1.1532974797570173E-4","3.7356777315655096E-6","5.953271285363362E-8","9.854152295097704E-5","3.875579606771548E-5","4.866799275784548E-6","4.048224474047086E-6","9.22757049231321E-7","1.473434643127432E-6","4.418815611560955E-5","3.698469786031988E-5"
1941,"1.1367713849552501E-5","8.83848948982197E-5","1.6738866671671158E-6","3.36616769331409E-6","6.769124104587897E-6","6.989856412346198E-7","4.946243129683928E-5","1.0080108720962412E-5","5.054769847665093E-5","7.357743591943366E-8","1.2140276926706555E-6","1.8394358979858415E-8","2.575210257180178E-7","4.8009276937430466E-6","5.076843078440923E-6","1.4715487183886732E-7","5.886194873554693E-7","3.678871795971683E-8","2.7517961033868192E-5","5.518307693957525E-8","9.197179489929208E-8","8.069605284463888E-5","3.586900001072391E-6","5.518307693957525E-8","8.255388310160457E-5","2.9927622060229645E-5","3.219012821475223E-6","4.009970257609135E-6","3.678871795971683E-7","1.50833743634839E-6","3.750609795993131E-5","3.450781744621439E-5"
1942,"1.1715043126002507E-5","9.539097615803099E-5","1.4437553148242528E-6","4.3518910203988185E-6","4.3931411722509405E-6","8.043779611163694E-7","6.177210239855195E-5","1.126129145562917E-5","4.809767705957367E-5","1.2375045555636453E-7","1.423130238898192E-6","2.0625075926060752E-8","3.918764425951543E-7","4.331265944472758E-6","5.2181442092933705E-6","1.8562568333454677E-7","7.837528851903086E-7","2.2687583518666828E-7","2.759635158906929E-5","1.4437553148242527E-7","6.187522777818226E-8","6.131835072817862E-5","2.8050103259442625E-6","6.187522777818226E-8","7.340464522085022E-5","2.6358847033505643E-5","3.01126108520487E-6","2.2068831240885007E-6","1.2375045555636453E-7","2.7225100222400194E-6","3.88370179687724E-5","3.339199792429236E-5"
1943,"1.1483130073733883E-5","1.0317709982451768E-4","1.6037891164432798E-6","2.630214150966979E-6","2.3308401825642333E-6","4.918286623759392E-7","6.748744601993321E-5","1.3300757739036267E-5","4.9696078754855766E-5","1.7107083908728318E-7","7.48434921006864E-7","0.0","1.924546939731936E-7","2.6515980058528893E-6","8.852915922766906E-6","8.125864856645951E-7","6.842833563491327E-7","1.2830312931546239E-7","2.409960445642102E-5","3.6352553306047675E-7","5.987479368054912E-7","5.670998315743438E-5","2.309456327678323E-6","4.2767709771820795E-8","6.105090569927418E-5","2.4249291440622393E-5","1.8390115201882943E-6","1.988698504389667E-6","8.553541954364159E-8","1.9031630848460254E-6","3.6630543419564515E-5","3.385064228439616E-5"
1944,"7.230214031550129E-6","1.0575622587418166E-4","1.0328877187928756E-6","8.320484401387053E-7","3.0412805053345783E-6","7.459744635726323E-7","4.3582123467954946E-5","9.75505067748827E-6","5.204606449695212E-5","8.607397656607296E-8","4.303698828303648E-7","0.0","1.7214795313214593E-7","2.151849414151824E-6","4.64799473456794E-6","7.459744635726323E-7","7.746657890946567E-7","5.738265104404864E-8","1.753039989395686E-5","4.877525338744135E-7","2.582219296982189E-7","6.946169908882088E-5","2.4100713438500432E-6","0.0","4.8631796759831224E-5","2.5506588389079622E-5","2.5248366459381404E-6","1.1189616953589485E-6","1.7214795313214593E-7","1.1476530208809728E-6","3.425744267329704E-5","2.2465307883745045E-5"
1945,"1.2653515709164314E-5","1.030702319463991E-4","2.0394748023436417E-6","2.938598102301591E-6","3.552633526663118E-6","4.3859673168680467E-7","8.453952003263159E-5","7.60965329476606E-6","7.46710935696785E-5","1.315790195060414E-7","4.605265682711449E-7","6.57895097530207E-8","1.0964918292170117E-7","2.653510226705168E-6","3.7280722193378396E-6","5.285090616825996E-6","7.456144438675679E-7","2.631580390120828E-7","3.043861317906424E-5","2.631580390120828E-7","1.973685292590621E-7","8.221495735469153E-5","3.5307036900787774E-6","4.3859673168680466E-8","6.844301997972586E-5","3.451756278375153E-5","3.3114053242353752E-6","4.1885987876089845E-6","4.166668951024644E-7","3.77193189250652E-6","4.583335846127109E-5","4.225879509802363E-5"
1946,"1.59520691017797E-5","9.925514406763786E-5","1.5071280010270392E-6","4.560530184925976E-6","4.619249457693263E-6","2.740232729140071E-7","8.841165169661215E-5","1.0823919280103282E-5","6.032426622292643E-5","1.7615781830186172E-7","4.89327273060727E-7","1.9573090922429082E-8","2.1530400014671988E-7","1.9768821831653374E-6","3.5427294569596634E-6","1.5912922919934842E-5","4.89327273060727E-7","1.3701163645700356E-7","3.0514448748066937E-5","1.3701163645700356E-7","1.1743854553457448E-7","7.831193678063875E-5","4.188641457399823E-6","2.935963638364362E-7","7.956461459967421E-5","2.474038692595036E-5","3.9341912754082455E-6","4.619249457693263E-6","4.5018109121586885E-7","4.9715650942969865E-6","4.321738475672341E-5","4.447006257575887E-5"
1947,"1.2010764229344327E-5","1.0005802795490171E-4","1.5963673975710813E-6","5.1121765469835825E-6","6.214430226258853E-6","3.8008747561216226E-7","6.883384183336258E-5","1.35881272531348E-5","4.922132809177501E-5","1.9004373780608113E-7","7.981836987855407E-7","1.3303061646425678E-7","1.9004373780608113E-7","1.4633367811068246E-6","2.869660440871825E-6","1.6894888290960612E-5","3.230743542703379E-7","1.520349902448649E-7","2.6207031443458587E-5","1.71039364025473E-7","1.9004373780608113E-7","8.382829274626238E-5","4.142953484172569E-6","1.3303061646425678E-7","6.432980524735846E-5","1.469038093241007E-5","2.5085773390402706E-6","3.3637741591676357E-6","3.6108310183155414E-7","3.7058528872185818E-6","3.565220521242082E-5","3.369475471301818E-5"
1948,"1.189543940589481E-5","1.0318000702069629E-4","8.155736047519854E-7","3.918731710637588E-6","6.32566844661296E-6","7.161134090505238E-7","6.337603670097135E-5","1.7823267069701923E-5","4.3861946304344576E-5","3.381646653849695E-7","4.774089393670158E-7","1.9892039140292325E-7","1.1935223484175394E-7","1.1537382701369548E-6","3.222510340727357E-6","1.2213712032139489E-5","5.967611742087698E-7","7.95681565611693E-8","1.8360352126489815E-5","2.1881243054321558E-7","5.967611742087697E-8","7.857355460415468E-5","7.001997777382899E-6","2.5859650882380025E-7","5.615522649304523E-5","1.3486802537118196E-5","2.665533244799172E-6","2.625749166518587E-6","1.591363131223386E-7","1.889743718327771E-6","3.6223403274472323E-5","3.1508989998223046E-5"
1949,"1.323765067830149E-5","1.0192805360992312E-4","5.941161594749617E-7","6.052558374651173E-6","7.259356823584688E-6","1.1511000589827383E-6","5.915169012772588E-5","2.1833768860704845E-5","4.071552305401847E-5","1.2996290988514787E-7","5.384177695241841E-7","1.67095169852333E-7","5.755500294913691E-7","1.2810629688678863E-6","2.2279355980311065E-6","2.0125684902214327E-5","3.898887296554436E-7","9.283064991796277E-8","2.0237081682115884E-5","1.4852903986874042E-7","2.413596897867032E-7","8.297203489667513E-5","6.238219674487098E-6","1.67095169852333E-7","5.8928896567922764E-5","1.8807489673379256E-5","3.286205007095882E-6","2.8591840174732534E-6","1.67095169852333E-7","2.970580797374809E-6","3.735505352698822E-5","2.7422173985766203E-5"
1950,"1.1439932040974412E-5","1.0882508600761328E-4","5.28277116541812E-7","4.718061144287217E-6","5.738182472781751E-6","1.0383377807890789E-6","5.559661240295208E-5","1.9928798810232496E-5","4.333694000872313E-5","1.6394807065090718E-7","4.1897840277454057E-7","3.2789614130181435E-7","5.28277116541812E-7","1.2569352083236217E-6","1.6212642542145265E-6","2.4901890286643344E-5","2.3681387982908813E-7","3.6432904589090486E-8","2.4992972548116073E-5","1.821645229454524E-7","3.461125935963596E-7","7.496070119205367E-5","4.626978882814492E-6","1.0929871376727145E-7","6.044218871330111E-5","2.798047072442149E-5","5.173472451650849E-6","2.3863552505854266E-6","1.0929871376727145E-7","2.495653964352698E-6","4.2225736418755874E-5","2.262483374982519E-5"
