"Year"," hose","gown","suit ","sweater","suit ","suit ","tie s"," tee","cardigan"," suit","tee ","top"," tie","dress"," coat","dress ","jacket","tie "," tie","tie "," tie","blazer","tie "," tie"," coat","tie "," tie","polo","tank","scarf"," top"," coat","corset","top ","an tie","tunic","underwear"," dress","coat "," coat","coat ","suit ","tie","suit","coat ","hose","skirt"," dress","bra","coat ","coat","n tie","shirt","tee"
1937,"2.3761781244442809E-7","7.347755968039638E-5","8.968156147096158E-7","1.3567210581504443E-6","1.2800701509103063E-6","1.3030654230823476E-6","1.8396217737633141E-7","2.529479938924557E-7","1.577475671002042E-5","2.1462254027238666E-7","1.4563672375626238E-7","2.446007100940047E-4","7.66509072401381E-8","2.6826284515903533E-4","7.818392538494085E-7","1.004126884845809E-6","2.806956223133857E-5","5.3655635068096665E-8","5.672167135770219E-7","2.6827817534048333E-7","4.905658063368838E-7","1.7399755943511348E-6","1.4563672375626238E-7","5.748818043010357E-7","1.7093152314550794E-6","2.759432660644971E-7","1.8396217737633141E-7","1.9423339894650992E-5","3.7351987098119296E-5","8.584901610895467E-6","3.066036289605524E-7","9.964617941217953E-7","6.009431127626827E-6","3.6025926402864904E-7","3.832545362006905E-8","8.561906338723425E-6","7.933368899354293E-6","3.985847176487181E-7","4.599054434408286E-7","3.6025926402864904E-7","9.274759776056709E-7","9.044807054336295E-7","1.0022872630720457E-4","2.5136132011258484E-4","4.7523562488885617E-7","2.074173549918137E-5","3.9889132127767864E-5","7.66509072401381E-8","1.14899709952967E-5","5.058959877849114E-7","1.93152621154424E-4","2.1462254027238666E-7","2.742569461052141E-5","5.3395021983480194E-5"
1938,"1.5057945846036474E-7","7.243813073558922E-5","7.90542156916915E-7","1.7316637722941946E-6","1.0822898576838717E-6","9.69355263838598E-7","1.5057945846036474E-7","2.917477007669567E-7","1.446503922834879E-5","3.293925653820479E-7","2.446916199980927E-7","2.523711723795713E-4","4.705608076886398E-8","2.5992837895105086E-4","6.587851307640958E-7","9.411216153772797E-7","2.7678386708245797E-5","4.705608076886398E-8","5.929066176876862E-7","2.1645797153677433E-7","6.02317833841459E-7","9.787664799923708E-7","2.1645797153677433E-7","8.187758053782334E-7","1.0446449930687805E-6","3.388037815358207E-7","2.917477007669567E-7","2.0864666212914292E-5","3.6628453270483724E-5","8.159524405321014E-6","4.4232715922732144E-7","8.846543184546429E-7","6.870187792254142E-6","4.799720238424126E-7","4.705608076886398E-8","6.107879283798545E-6","6.606673739948504E-6","3.482149976895935E-7","5.270281046112767E-7","3.952710784584575E-7","2.917477007669567E-7","8.846543184546429E-7","9.649319922463249E-5","2.0500452147763284E-4","5.740841853801406E-7","2.0149413785227558E-5","4.061880891968339E-5","8.470094538395518E-8","1.450268409296388E-5","4.2350472691977586E-7","1.8490216377317414E-4","1.8822432307545593E-7","2.5589096722108237E-5","4.64631741511763E-5"
1939,"2.123413350154542E-7","5.939490485146562E-5","4.044596857437223E-7","1.3043824865235044E-6","6.875814657643279E-7","5.15686099323246E-7","1.1122641357952363E-7","2.4267581144623337E-7","9.049785468515787E-6","3.033447643077917E-7","3.033447643077917E-7","2.4150287835757658E-4","1.8200685858467504E-7","2.6019902733108013E-4","9.100342929233751E-7","6.875814657643279E-7","2.6775231196234415E-5","4.044596857437223E-8","4.4490565431809453E-7","2.123413350154542E-7","5.864665443283973E-7","9.504802614977474E-7","1.5167238215389585E-7","6.168010207591765E-7","1.0920411515080501E-6","1.8200685858467504E-7","3.134562564513848E-7","2.043532562220157E-5","5.4682949512551256E-5","7.421835233397304E-6","2.628987957334195E-7","1.051595182933678E-6","5.672547092555705E-6","1.051595182933678E-6","8.089193714874446E-8","4.843404736781075E-6","5.136638008945273E-6","1.7189536644108197E-7","9.201457850669682E-7","3.9434819360012924E-7","4.6512863860528066E-7","3.9434819360012924E-7","8.558366950337163E-5","1.5782016937720045E-4","2.831217800206056E-7","2.110268410367871E-5","3.884835281568452E-5","1.1122641357952363E-7","1.2477581305193833E-5","2.4267581144623337E-7","1.584571933822468E-4","2.123413350154542E-7","2.9606448996440472E-5","5.161916739304256E-5"
1940,"2.6789720784135125E-7","6.625990940609422E-5","9.674065838715462E-7","1.6669159599017412E-6","1.146004722432447E-6","1.4585514649140235E-6","1.0418224749385882E-7","2.2324767320112606E-7","1.9452313924924785E-5","2.3813085141453448E-7","2.3813085141453448E-7","2.171009205989884E-4","4.464953464022521E-8","2.892545685775923E-4","1.02693929672518E-6","3.274299206949849E-7","3.248997803987055E-5","2.976635642681681E-8","4.911448810424773E-7","1.1906542570726724E-7","2.5301402962794286E-7","1.547850534194474E-6","1.4883178213408404E-7","3.7207945533521013E-7","1.7115654945419664E-6","2.0836449498771765E-7","2.976635642681681E-7","6.5783647703265146E-6","1.319244916836521E-4","8.691776076630508E-6","3.571962771218017E-7","1.220420613499489E-6","6.920677869234908E-6","1.7859813856090084E-7","2.976635642681681E-8","8.11133212630758E-6","1.0388458392959066E-5","4.7626170282906895E-7","6.548598413899698E-7","6.102103067497446E-7","1.7859813856090084E-7","6.250934849631529E-7","6.856680202917252E-5","2.556930017063564E-4","3.423130989083933E-7","2.6179510477385383E-5","4.082455783937925E-5","1.6371496034749246E-7","1.0433107927599292E-5","4.911448810424773E-7","2.275340285265877E-4","1.6371496034749246E-7","3.571962771218017E-5","4.243194108642736E-5"
1941,"1.8394358979858416E-7","5.783186463267486E-5","6.438025642950445E-7","2.0601682057441425E-6","3.494928206173099E-7","2.575210257180178E-7","2.0233794877844257E-7","2.0233794877844257E-7","1.2600135901203016E-5","2.9430974367773463E-7","2.0233794877844257E-7","2.0769070724158136E-4","0.0","2.816360303406122E-4","1.3611825645095228E-6","2.0233794877844257E-7","2.6193567187318384E-5","0.0","5.886194873554693E-7","1.8394358979858416E-7","5.33436410415894E-7","1.3795769234893813E-6","1.103661538791505E-7","5.886194873554693E-7","3.182224103515506E-6","1.8394358979858416E-7","2.9430974367773463E-7","5.1320261553804985E-6","3.1033123034919133E-4","5.4999133349776665E-6","2.575210257180178E-7","1.729069744106691E-6","6.364448207031012E-6","1.6554923081872575E-7","5.518307693957525E-8","9.85937641320411E-6","1.2103488208746837E-5","2.20732307758301E-7","2.7591538469787625E-7","5.33436410415894E-7","2.0233794877844257E-7","6.62196923274903E-7","6.859256463589203E-5","2.3890593443040112E-4","2.9430974367773463E-7","2.577049693078164E-5","4.006291385813163E-5","3.678871795971683E-7","8.921264105231332E-6","4.0467589755688513E-7","2.215232651944349E-4","3.678871795971683E-8","3.504125385663028E-5","3.6770323600736975E-5"
1942,"1.4437553148242527E-7","6.62683689504332E-5","1.7118813018630424E-6","2.083132668532136E-6","2.062507592606075E-6","6.187522777818225E-7","1.8562568333454677E-7","1.2375045555636453E-7","2.3223835492744407E-5","7.012525814860656E-7","1.8562568333454677E-7","2.2275082000145613E-4","2.0625075926060752E-8","3.1533678583354287E-4","1.9800072889018324E-6","4.5375167037333657E-7","3.409325050577843E-5","0.0","4.7437674629939734E-7","3.3000121481697204E-7","5.362519740775796E-7","2.74313509816608E-6","1.0312537963030377E-7","5.362519740775796E-7","4.3931411722509405E-6","1.4437553148242527E-7","1.6500060740848602E-7","3.815639046321239E-6","5.403563641868656E-4","5.1150188296630664E-6","5.156268981515188E-7","3.176261692613356E-6","4.826267766698216E-6","4.950018222254581E-7","6.187522777818226E-8","8.53878143338915E-6","1.8975069851975892E-5","4.125015185212151E-7","4.7437674629939734E-7","7.218776574121264E-7","2.681259870387898E-7","1.1137541000072806E-6","5.8533965478160415E-5","3.6673447504128627E-4","6.393773537078833E-7","2.0728201305691055E-5","3.885764304469846E-5","3.506262907430328E-7","8.53878143338915E-6","3.7125136666909353E-7","3.016417354186385E-4","1.0312537963030377E-7","3.172136677428144E-5","4.2900157926206366E-5"
1943,"2.5660625863092477E-7","5.8313772273877655E-5","1.0905765991814303E-6","3.506952201289305E-6","1.6251729713291903E-6","6.201317916914016E-7","8.553541954364159E-8","3.20757823288656E-7","1.7513377151560616E-5","3.849093879463872E-7","3.4214167817456636E-7","2.155278733950909E-4","0.0","2.942204593752412E-4","1.774859955530563E-6","9.836573247518783E-7","3.5197825142208516E-5","0.0","4.490609526041184E-7","2.5660625863092477E-7","2.1383854885910398E-7","3.100658958457008E-6","1.7107083908728318E-7","5.132125172618495E-7","2.779901135168352E-6","2.3522240374501439E-7","3.4214167817456636E-7","5.709489254538076E-6","3.427831938211437E-4","4.896902768873481E-6","2.993739684027456E-7","2.6729818607388E-6","3.2075782328865596E-6","3.849093879463872E-7","1.0691927442955199E-7","8.425238825048698E-6","2.037881370627261E-5","5.345963721477599E-7","8.767380503223263E-7","8.553541954364159E-7","4.7044480749002877E-7","7.48434921006864E-7","7.274787432186717E-5","3.357692894185651E-4","8.125864856645951E-7","1.9694530349923478E-5","3.367957144530888E-5","4.490609526041184E-7","1.1525897783505704E-5","7.056672112350431E-7","3.0273123361983353E-4","1.496869842013728E-7","3.239654015215425E-5","4.982438188417123E-5"
1944,"2.0083927865417026E-7","4.696769987955381E-5","4.016785573083405E-7","1.951010135497654E-6","2.582219296982189E-7","2.582219296982189E-7","1.7214795313214593E-7","2.869132552202432E-7","8.406558377953127E-6","2.582219296982189E-7","3.4429590626429186E-7","2.070366049669275E-4","0.0","2.6149274080772966E-4","2.4387626693720675E-6","5.451351849184621E-7","2.3469504277015895E-5","5.738265104404864E-8","6.885918125285837E-7","2.0083927865417026E-7","2.2953060417619456E-7","8.320484401387053E-7","1.7214795313214593E-7","4.303698828303648E-7","2.7256759245923106E-6","1.7214795313214593E-7","2.869132552202432E-8","4.332390153825673E-6","3.989241900582262E-4","4.6766860600899645E-6","2.582219296982189E-7","3.1847371329447E-6","4.906216664266159E-6","4.303698828303648E-7","1.7214795313214593E-7","6.857226799763813E-6","9.582902724356123E-6","4.016785573083405E-7","7.459744635726323E-7","6.885918125285837E-7","4.303698828303648E-7","4.016785573083405E-7","8.053655074032227E-5","1.8316542213260329E-4","4.303698828303648E-7","1.2509417927602605E-5","2.5047527180727233E-5","8.607397656607296E-8","1.1074851651501389E-5","5.451351849184621E-7","1.9937602105254702E-4","1.1476530208809728E-7","2.840441226680408E-5","5.0209819663542565E-5"
1945,"1.315790195060414E-7","6.76974055358583E-5","1.228070848723053E-6","2.0394748023436417E-6","9.649128097109703E-7","9.210531365422898E-7","1.5350885609038163E-7","2.8508787559642304E-7","9.144741855669877E-6","3.947370585181242E-7","4.166668951024644E-7","2.2089924391405916E-4","0.0","3.7361862588740455E-4","1.3157901950604139E-6","1.5350885609038163E-6","4.993423790254271E-5","0.0","5.043862414398253E-7","2.1929836584340234E-7","4.166668951024644E-7","3.5087738534944374E-6","1.315790195060414E-7","4.824564048554851E-7","2.5000013706147866E-6","4.166668951024644E-7","4.3859673168680466E-8","5.855266368018842E-6","1.7888167701846327E-4","5.263160780241655E-6","1.315790195060414E-7","2.7850892462112093E-6","4.3640374802837066E-6","3.7280722193378394E-7","1.0964918292170117E-7","9.45175956785064E-6","1.4912288877351358E-5","8.552636267892691E-7","1.0745619926326714E-6","4.166668951024644E-7","8.333337902049288E-7","7.456144438675679E-7","7.232460105515409E-5","3.182896481851141E-4","2.1271941486810027E-6","1.583334201389365E-5","3.451756278375153E-5","1.1403515023856922E-6","1.2017550448218448E-5","1.5789482340724968E-6","3.035527980004375E-4","1.315790195060414E-7","3.997809209325224E-5","7.638162082325703E-5"
1946,"1.5658472737943266E-7","8.126747350992554E-5","1.70285891025133E-6","3.1121214566662237E-6","1.996455274087766E-6","9.395083642765959E-7","7.829236368971633E-8","3.131694547588653E-7","1.9005471285678636E-5","7.829236368971632E-7","2.3487709106914897E-7","2.3871341688994508E-4","1.9573090922429082E-8","3.498494271474974E-4","1.3309701827251774E-6","1.2918240008803193E-6","5.5450566583241586E-5","0.0","5.480465458280143E-7","1.5658472737943266E-7","3.131694547588653E-7","3.5623025478820927E-6","1.3701163645700356E-7","6.263389095177306E-7","2.4857825471484932E-6","3.5231563660372344E-7","1.5658472737943266E-7","1.1822146917147164E-5","4.801279203271854E-5","6.654850913625888E-6","5.871927276728724E-7","1.3701163645700357E-6","4.560530184925976E-6","3.914618184485816E-7","1.9573090922429082E-8","8.749171642325799E-6","1.9475225467816935E-5","1.0960930916560285E-6","1.3309701827251774E-6","9.98227637043883E-7","4.89327273060727E-7","9.98227637043883E-7","9.442059060979789E-5","4.21447793741743E-4","1.5462741828718975E-6","2.1256376741757983E-5","4.854126548762412E-5","9.395083642765959E-7","1.724389310266002E-5","1.1743854553457449E-6","3.913248068121246E-4","1.3701163645700356E-7","4.039885966389362E-5","7.044355422982226E-5"
1947,"1.520349902448649E-7","6.756054879006184E-5","1.2542886695201353E-6","2.5085773390402706E-6","1.7864111353771626E-6","7.791793250049325E-7","9.502186890304057E-8","2.4705685914790543E-7","1.6058695844613854E-5","7.411705774437164E-7","1.520349902448649E-7","2.429899231588553E-4","5.701312134182433E-8","2.9553701666223676E-4","1.026236184152838E-6","6.081399609794596E-7","4.2512784147220344E-5","1.3303061646425678E-7","4.751093445152028E-7","2.0904811158668923E-7","2.6606123292851356E-7","1.9764548731832434E-6","1.1402624268364867E-7","3.9909184939277034E-7","2.1474942372087165E-6","3.8008747561216226E-7","2.0904811158668923E-7","1.740800638303703E-5","4.0707368638062575E-5","7.164648915289258E-6","9.692230628110137E-7","1.995459246963852E-6","4.523040959784731E-6","3.6108310183155414E-7","1.1402624268364867E-7","5.815338376866082E-6","1.49944509128998E-5","8.171880725661488E-7","7.981836987855407E-7","7.981836987855407E-7","3.6108310183155414E-7","6.84157456101892E-7","1.0313673650736022E-4","3.7377802351700037E-4","9.122099414691893E-7","2.0163640581225207E-5","4.933535433445866E-5","8.361924463467569E-7","1.6951901412302437E-5","7.031618298825001E-7","2.996799701464093E-4","5.701312134182433E-8","3.652640640632879E-5","6.49189408345573E-5"
1948,"9.946019570146162E-8","5.899978809010704E-5","1.8300676009068939E-6","3.3816466538496953E-6","1.094062152716078E-6","4.3762486108643116E-7","1.7902835226263094E-7","2.387044696835079E-7","1.7922727265403386E-5","5.370850567878928E-7","2.5859650882380025E-7","2.420861163373576E-4","0.0","2.730978053570733E-4","1.0741701135757856E-6","9.74709917874324E-7","3.9963106632847283E-5","5.967611742087697E-8","6.166532133490621E-7","1.7902835226263094E-7","3.779487436655542E-7","3.182726262446772E-6","7.95681565611693E-8","7.161134090505238E-7","1.5714710920830938E-6","2.5859650882380025E-7","9.946019570146162E-8","1.7863051147982508E-5","4.356356571724019E-5","5.947719702947405E-6","1.4123347789607551E-6","1.6709312877845554E-6","5.98750378122799E-6","4.3762486108643116E-7","3.978407828058465E-8","4.9531177459327895E-6","1.3347558263136151E-5","6.76329330769939E-7","7.757895264714007E-7","5.171930176476005E-7","4.1773282194613886E-7","9.74709917874324E-7","9.814732111820234E-5","3.066357833476062E-4","8.354656438922777E-7","1.9315170005223848E-5","4.000289071112787E-5","5.569770959281851E-7","1.5834063155672692E-5","5.967611742087698E-7","2.566868730663322E-4","7.95681565611693E-8","3.779487436655542E-5","6.196370192201059E-5"
1949,"1.4852903986874042E-7","5.159527522440371E-5","8.169097192780724E-7","3.3233372670630673E-6","1.1511000589827383E-6","3.34190339704666E-7","1.67095169852333E-7","2.2279355980311065E-7","1.0508429570713385E-5","2.2279355980311065E-7","1.2996290988514787E-7","2.847116032983918E-4","1.8566129983592552E-8","2.8435884682870353E-4","8.169097192780724E-7","1.0211371490975905E-6","3.4792927589252447E-5","5.5698389950777664E-8","3.898887296554436E-7","2.042274298195181E-7","5.384177695241841E-7","3.676093736751326E-6","2.2279355980311065E-7","5.384177695241841E-7","2.283633987981884E-6","3.156242097210734E-7","9.283064991796277E-8","2.3708947989047692E-5","4.1346771473460615E-5","6.108256764601951E-6","1.1882323189499233E-6","1.9123113883100332E-6","5.569838995077766E-6","1.8566129983592555E-7","5.5698389950777664E-8","5.514140605126988E-6","9.041705302009574E-6","2.784919497538883E-7","4.2702098962262873E-7","5.384177695241841E-7","1.8566129983592555E-7","3.713225996718511E-7","1.0142676810036612E-4","2.7368332208813783E-4","4.455871196062213E-7","2.684662395627483E-5","4.570981201960487E-5","3.156242097210734E-7","7.612113293272947E-6","5.569838995077766E-7","1.812611270298141E-4","3.7132259967185105E-8","4.047416336423177E-5","5.0258513865585045E-5"
1950,"1.0929871376727145E-7","4.6907364658453996E-5","5.28277116541812E-7","3.6615069112035935E-6","2.1859742753454292E-6","1.4573161835636194E-7","1.4573161835636194E-7","1.2751516606181668E-7","9.071793242683531E-6","2.914632367127239E-7","1.2751516606181668E-7","2.985676531075965E-4","7.286580917818097E-8","2.8020546919469493E-4","1.2751516606181668E-6","1.129420042261805E-6","3.155089537415236E-5","0.0","5.464935688363573E-7","3.461125935963596E-7","4.7362775965817627E-7","3.5157752928472316E-6","2.5503033212363337E-7","8.561732578436263E-7","1.6030478019199813E-6","6.375758303090834E-7","2.3681387982908813E-7","2.2187638894756103E-5","7.0260856500061E-5","7.778425129770818E-6","1.0929871376727146E-6","1.894511038632705E-6","3.9894030525054075E-6","1.2751516606181668E-7","1.8216452294545243E-8","6.503273469152652E-6","7.250148013229006E-6","2.7324678441817865E-7","4.5541130736363104E-7","3.643290458909048E-7","1.6394807065090718E-7","5.829264734254478E-7","1.0261327577517334E-4","2.564329989503134E-4","3.461125935963596E-7","2.6432072279385145E-5","4.390165002985403E-5","2.0038097523999767E-7","8.99892743350535E-6","4.1897840277454057E-7","1.7706391630297976E-4","7.286580917818097E-8","4.588724332995946E-5","4.1952489634337694E-5"
